flight_id,airline,source,destination,route,departure_time,arrival_time,duration,duration_minutes,dep_hour,time_of_day_bucket,route_mean_duration,route_std_duration,is_duration_outlier
SJ185,SpiceJet,BOM,CCU,BOM -> CCU,14:21:42,15:21:42,01:00:00,60.0,14,Afternoon,169.51,72.02,0
SJ134,SpiceJet,BOM,CCU,BOM -> CCU,19:58:42,00:15:42,04:17:00,257.0,19,Evening,169.51,72.02,0
AI250,Air India,BOM,CCU,BOM -> CCU,20:48:42,00:12:42,03:24:00,204.0,20,Evening,169.51,72.02,0
UK199,Vistara,BOM,CCU,BOM -> CCU,15:24:42,18:55:42,03:31:00,211.0,15,Afternoon,169.51,72.02,0
AI223,Air India,BOM,CCU,BOM -> CCU,12:53:42,14:42:42,01:49:00,109.0,12,Afternoon,169.51,72.02,0
UK004,Vistara,BOM,CCU,BOM -> CCU,17:56:42,18:30:42,00:34:00,34.0,17,Evening,169.51,72.02,0
SJ228,SpiceJet,BOM,CCU,BOM -> CCU,08:29:42,12:16:42,03:47:00,227.0,8,Morning,169.51,72.02,0
6F166,IndiGo,BOM,CCU,BOM -> CCU,00:03:42,04:33:42,04:30:00,270.0,0,Night,169.51,72.02,0
6F075,IndiGo,BOM,CCU,BOM -> CCU,22:20:42,03:02:42,04:42:00,282.0,22,Night,169.51,72.02,1
AI237,Air India,BOM,CCU,BOM -> CCU,19:58:42,23:13:42,03:15:00,195.0,19,Evening,169.51,72.02,0
UK162,Vistara,BOM,CCU,BOM -> CCU,22:47:42,00:21:42,01:34:00,94.0,22,Night,169.51,72.02,0
AI110,Air India,BOM,CCU,BOM -> CCU,17:07:42,22:00:42,04:53:00,293.0,17,Evening,169.51,72.02,1
AI190,Air India,BOM,CCU,BOM -> CCU,12:38:42,15:56:42,03:18:00,198.0,12,Afternoon,169.51,72.02,0
6F141,IndiGo,BOM,CCU,BOM -> CCU,20:26:42,22:28:42,02:02:00,122.0,20,Evening,169.51,72.02,0
6F106,IndiGo,BOM,CCU,BOM -> CCU,00:10:42,01:52:42,01:42:00,102.0,0,Night,169.51,72.02,0
UK144,Vistara,BOM,CCU,BOM -> CCU,18:07:42,20:59:42,02:52:00,172.0,18,Evening,169.51,72.02,0
SJ237,SpiceJet,BOM,CCU,BOM -> CCU,16:32:42,19:00:42,02:28:00,148.0,16,Afternoon,169.51,72.02,0
6F052,IndiGo,BOM,CCU,BOM -> CCU,09:13:42,12:02:42,02:49:00,169.0,9,Morning,169.51,72.02,0
SJ195,SpiceJet,BOM,CCU,BOM -> CCU,20:41:42,23:54:42,03:13:00,193.0,20,Evening,169.51,72.02,0
UK222,Vistara,BOM,CCU,BOM -> CCU,01:22:42,02:57:42,01:35:00,95.0,1,Night,169.51,72.02,0
AI061,Air India,BOM,CCU,BOM -> CCU,23:31:42,01:02:42,01:31:00,91.0,23,Night,169.51,72.02,0
UK065,Vistara,BOM,CCU,BOM -> CCU,09:38:42,13:46:42,04:08:00,248.0,9,Morning,169.51,72.02,0
6F004,IndiGo,BOM,CCU,BOM -> CCU,19:53:42,23:33:42,03:40:00,220.0,19,Evening,169.51,72.02,0
SJ123,SpiceJet,BOM,CCU,BOM -> CCU,03:57:42,05:25:42,01:28:00,88.0,3,Night,169.51,72.02,0
UK018,Vistara,BOM,CCU,BOM -> CCU,02:15:42,04:08:42,01:53:00,113.0,2,Night,169.51,72.02,0
AI128,Air India,BOM,CCU,BOM -> CCU,06:07:42,10:03:42,03:56:00,236.0,6,Morning,169.51,72.02,0
SJ015,SpiceJet,BOM,CCU,BOM -> CCU,21:40:42,22:52:42,01:12:00,72.0,21,Night,169.51,72.02,0
6F113,IndiGo,BOM,CCU,BOM -> CCU,21:04:42,01:30:42,04:26:00,266.0,21,Night,169.51,72.02,0
6F013,IndiGo,BOM,CCU,BOM -> CCU,13:15:42,18:05:42,04:50:00,290.0,13,Afternoon,169.51,72.02,1
SJ040,SpiceJet,BOM,CCU,BOM -> CCU,13:12:42,16:44:42,03:32:00,212.0,13,Afternoon,169.51,72.02,0
SJ025,SpiceJet,BOM,CCU,BOM -> CCU,12:02:42,15:29:42,03:27:00,207.0,12,Afternoon,169.51,72.02,0
6F125,IndiGo,BOM,CCU,BOM -> CCU,17:09:42,21:13:42,04:04:00,244.0,17,Evening,169.51,72.02,0
SJ220,SpiceJet,BOM,CCU,BOM -> CCU,13:45:42,15:21:42,01:36:00,96.0,13,Afternoon,169.51,72.02,0
AI166,Air India,BOM,CCU,BOM -> CCU,04:20:42,07:23:42,03:03:00,183.0,4,Night,169.51,72.02,0
SJ130,SpiceJet,BOM,DEL,BOM -> DEL,16:53:42,20:53:42,04:00:00,240.0,16,Afternoon,153.82,75.28,0
SJ152,SpiceJet,BOM,DEL,BOM -> DEL,12:09:42,13:50:42,01:41:00,101.0,12,Afternoon,153.82,75.28,0
SJ156,SpiceJet,BOM,DEL,BOM -> DEL,06:59:42,07:34:42,00:35:00,35.0,6,Morning,153.82,75.28,0
6F259,IndiGo,BOM,DEL,BOM -> DEL,14:10:42,15:21:42,01:11:00,71.0,14,Afternoon,153.82,75.28,0
UK123,Vistara,BOM,DEL,BOM -> DEL,17:24:42,20:18:42,02:54:00,174.0,17,Evening,153.82,75.28,0
6F059,IndiGo,BOM,DEL,BOM -> DEL,01:12:42,06:02:42,04:50:00,290.0,1,Night,153.82,75.28,1
UK215,Vistara,BOM,DEL,BOM -> DEL,17:38:42,19:50:42,02:12:00,132.0,17,Evening,153.82,75.28,0
UK070,Vistara,BOM,DEL,BOM -> DEL,04:36:42,06:49:42,02:13:00,133.0,4,Night,153.82,75.28,0
AI222,Air India,BOM,DEL,BOM -> DEL,12:10:42,13:14:42,01:04:00,64.0,12,Afternoon,153.82,75.28,0
SJ235,SpiceJet,BOM,DEL,BOM -> DEL,09:57:42,13:45:42,03:48:00,228.0,9,Morning,153.82,75.28,0
6F238,IndiGo,BOM,DEL,BOM -> DEL,08:31:42,09:19:42,00:48:00,48.0,8,Morning,153.82,75.28,0
6F024,IndiGo,BOM,DEL,BOM -> DEL,07:31:42,11:17:42,03:46:00,226.0,7,Morning,153.82,75.28,0
UK064,Vistara,BOM,DEL,BOM -> DEL,12:25:42,14:55:42,02:30:00,150.0,12,Afternoon,153.82,75.28,0
AI150,Air India,BOM,DEL,BOM -> DEL,03:51:42,04:38:42,00:47:00,47.0,3,Night,153.82,75.28,0
6F169,IndiGo,BOM,DEL,BOM -> DEL,03:27:42,08:06:42,04:39:00,279.0,3,Night,153.82,75.28,1
SJ200,SpiceJet,BOM,DEL,BOM -> DEL,23:24:42,02:11:42,02:47:00,167.0,23,Night,153.82,75.28,0
UK009,Vistara,BOM,DEL,BOM -> DEL,11:34:42,13:41:42,02:07:00,127.0,11,Morning,153.82,75.28,0
6F234,IndiGo,BOM,DEL,BOM -> DEL,11:20:42,14:11:42,02:51:00,171.0,11,Morning,153.82,75.28,0
SJ246,SpiceJet,BOM,DEL,BOM -> DEL,02:47:42,03:47:42,01:00:00,60.0,2,Night,153.82,75.28,0
AI137,Air India,BOM,DEL,BOM -> DEL,22:49:42,01:17:42,02:28:00,148.0,22,Night,153.82,75.28,0
SJ127,SpiceJet,BOM,DEL,BOM -> DEL,01:21:42,03:58:42,02:37:00,157.0,1,Night,153.82,75.28,0
UK050,Vistara,BOM,DEL,BOM -> DEL,12:39:42,13:18:42,00:39:00,39.0,12,Afternoon,153.82,75.28,0
AI140,Air India,BOM,DEL,BOM -> DEL,22:25:42,02:08:42,03:43:00,223.0,22,Night,153.82,75.28,0
SJ222,SpiceJet,BOM,DEL,BOM -> DEL,14:15:42,17:09:42,02:54:00,174.0,14,Afternoon,153.82,75.28,0
SJ245,SpiceJet,BOM,DEL,BOM -> DEL,06:07:42,09:39:42,03:32:00,212.0,6,Morning,153.82,75.28,0
SJ082,SpiceJet,BOM,DEL,BOM -> DEL,01:54:42,02:33:42,00:39:00,39.0,1,Night,153.82,75.28,0
6F030,IndiGo,BOM,DEL,BOM -> DEL,14:20:42,17:10:42,02:50:00,170.0,14,Afternoon,153.82,75.28,0
6F236,IndiGo,BOM,DEL,BOM -> DEL,20:35:42,23:54:42,03:19:00,199.0,20,Evening,153.82,75.28,0
SJ219,SpiceJet,BOM,DEL,BOM -> DEL,09:32:42,14:09:42,04:37:00,277.0,9,Morning,153.82,75.28,1
SJ087,SpiceJet,BOM,DEL,BOM -> DEL,14:20:42,19:09:42,04:49:00,289.0,14,Afternoon,153.82,75.28,1
UK074,Vistara,BOM,DEL,BOM -> DEL,16:44:42,18:41:42,01:57:00,117.0,16,Afternoon,153.82,75.28,0
UK133,Vistara,BOM,DEL,BOM -> DEL,10:04:42,13:16:42,03:12:00,192.0,10,Morning,153.82,75.28,0
SJ109,SpiceJet,BOM,DEL,BOM -> DEL,17:24:42,20:28:42,03:04:00,184.0,17,Evening,153.82,75.28,0
AI142,Air India,BOM,DEL,BOM -> DEL,20:49:42,23:03:42,02:14:00,134.0,20,Evening,153.82,75.28,0
6F258,IndiGo,BOM,DEL,BOM -> DEL,13:54:42,16:49:42,02:55:00,175.0,13,Afternoon,153.82,75.28,0
UK131,Vistara,BOM,DEL,BOM -> DEL,15:33:42,19:39:42,04:06:00,246.0,15,Afternoon,153.82,75.28,0
UK132,Vistara,BOM,DEL,BOM -> DEL,14:12:42,16:19:42,02:07:00,127.0,14,Afternoon,153.82,75.28,0
AI220,Air India,BOM,DEL,BOM -> DEL,20:19:42,21:57:42,01:38:00,98.0,20,Evening,153.82,75.28,0
6F034,IndiGo,BOM,DEL,BOM -> DEL,11:53:42,12:49:42,00:56:00,56.0,11,Morning,153.82,75.28,0
UK127,Vistara,BOM,HYD,BOM -> HYD,15:56:42,20:00:42,04:04:00,244.0,15,Afternoon,180.85,76.73,0
UK145,Vistara,BOM,HYD,BOM -> HYD,18:30:42,20:41:42,02:11:00,131.0,18,Evening,180.85,76.73,0
UK164,Vistara,BOM,HYD,BOM -> HYD,16:46:42,21:10:42,04:24:00,264.0,16,Afternoon,180.85,76.73,0
6F207,IndiGo,BOM,HYD,BOM -> HYD,16:59:42,21:00:42,04:01:00,241.0,16,Afternoon,180.85,76.73,0
AI010,Air India,BOM,HYD,BOM -> HYD,15:00:42,19:48:42,04:48:00,288.0,15,Afternoon,180.85,76.73,0
UK089,Vistara,BOM,HYD,BOM -> HYD,15:38:42,19:50:42,04:12:00,252.0,15,Afternoon,180.85,76.73,0
SJ105,SpiceJet,BOM,HYD,BOM -> HYD,19:22:42,22:48:42,03:26:00,206.0,19,Evening,180.85,76.73,0
UK019,Vistara,BOM,HYD,BOM -> HYD,03:41:42,04:35:42,00:54:00,54.0,3,Night,180.85,76.73,0
6F043,IndiGo,BOM,HYD,BOM -> HYD,17:17:42,18:43:42,01:26:00,86.0,17,Evening,180.85,76.73,0
AI084,Air India,BOM,HYD,BOM -> HYD,08:31:42,09:46:42,01:15:00,75.0,8,Morning,180.85,76.73,0
SJ178,SpiceJet,BOM,HYD,BOM -> HYD,09:58:42,12:27:42,02:29:00,149.0,9,Morning,180.85,76.73,0
AI175,Air India,BOM,HYD,BOM -> HYD,03:08:42,06:55:42,03:47:00,227.0,3,Night,180.85,76.73,0
AI239,Air India,BOM,HYD,BOM -> HYD,14:33:42,17:47:42,03:14:00,194.0,14,Afternoon,180.85,76.73,0
UK078,Vistara,BOM,HYD,BOM -> HYD,01:03:42,04:32:42,03:29:00,209.0,1,Night,180.85,76.73,0
6F045,IndiGo,BOM,HYD,BOM -> HYD,23:04:42,03:38:42,04:34:00,274.0,23,Night,180.85,76.73,0
AI080,Air India,BOM,HYD,BOM -> HYD,23:03:42,00:35:42,01:32:00,92.0,23,Night,180.85,76.73,0
UK196,Vistara,BOM,HYD,BOM -> HYD,00:32:42,04:49:42,04:17:00,257.0,0,Night,180.85,76.73,0
SJ150,SpiceJet,BOM,HYD,BOM -> HYD,15:33:42,19:03:42,03:30:00,210.0,15,Afternoon,180.85,76.73,0
UK219,Vistara,BOM,HYD,BOM -> HYD,22:03:42,02:21:42,04:18:00,258.0,22,Night,180.85,76.73,0
6F243,IndiGo,BOM,HYD,BOM -> HYD,09:37:42,10:33:42,00:56:00,56.0,9,Morning,180.85,76.73,0
SJ115,SpiceJet,BOM,HYD,BOM -> HYD,21:05:42,23:10:42,02:05:00,125.0,21,Night,180.85,76.73,0
SJ240,SpiceJet,BOM,HYD,BOM -> HYD,16:42:42,20:21:42,03:39:00,219.0,16,Afternoon,180.85,76.73,0
AI149,Air India,BOM,HYD,BOM -> HYD,18:19:42,21:36:42,03:17:00,197.0,18,Evening,180.85,76.73,0
UK227,Vistara,BOM,HYD,BOM -> HYD,21:57:42,01:47:42,03:50:00,230.0,21,Night,180.85,76.73,0
6F020,IndiGo,BOM,HYD,BOM -> HYD,14:58:42,16:43:42,01:45:00,105.0,14,Afternoon,180.85,76.73,0
SJ014,SpiceJet,BOM,HYD,BOM -> HYD,05:40:42,06:39:42,00:59:00,59.0,5,Morning,180.85,76.73,0
6F187,IndiGo,BOM,MAA,BOM -> MAA,03:19:42,07:37:42,04:18:00,258.0,3,Night,183.41,80.06,0
SJ107,SpiceJet,BOM,MAA,BOM -> MAA,14:10:42,18:38:42,04:28:00,268.0,14,Afternoon,183.41,80.06,0
6F101,IndiGo,BOM,MAA,BOM -> MAA,03:18:42,08:15:42,04:57:00,297.0,3,Night,183.41,80.06,0
UK099,Vistara,BOM,MAA,BOM -> MAA,06:16:42,10:24:42,04:08:00,248.0,6,Morning,183.41,80.06,0
SJ001,SpiceJet,BOM,MAA,BOM -> MAA,20:28:42,01:15:42,04:47:00,287.0,20,Evening,183.41,80.06,0
SJ027,SpiceJet,BOM,MAA,BOM -> MAA,12:50:42,17:13:42,04:23:00,263.0,12,Afternoon,183.41,80.06,0
UK005,Vistara,BOM,MAA,BOM -> MAA,14:02:42,18:14:42,04:12:00,252.0,14,Afternoon,183.41,80.06,0
6F005,IndiGo,BOM,MAA,BOM -> MAA,11:04:42,15:27:42,04:23:00,263.0,11,Morning,183.41,80.06,0
SJ169,SpiceJet,BOM,MAA,BOM -> MAA,03:10:42,07:56:42,04:46:00,286.0,3,Night,183.41,80.06,0
6F037,IndiGo,BOM,MAA,BOM -> MAA,14:51:42,17:23:42,02:32:00,152.0,14,Afternoon,183.41,80.06,0
6F193,IndiGo,BOM,MAA,BOM -> MAA,00:34:42,02:32:42,01:58:00,118.0,0,Night,183.41,80.06,0
AI022,Air India,BOM,MAA,BOM -> MAA,03:15:42,05:10:42,01:55:00,115.0,3,Night,183.41,80.06,0
SJ214,SpiceJet,BOM,MAA,BOM -> MAA,20:54:42,22:10:42,01:16:00,76.0,20,Evening,183.41,80.06,0
6F181,IndiGo,BOM,MAA,BOM -> MAA,14:55:42,16:43:42,01:48:00,108.0,14,Afternoon,183.41,80.06,0
UK146,Vistara,BOM,MAA,BOM -> MAA,21:40:42,00:08:42,02:28:00,148.0,21,Night,183.41,80.06,0
UK137,Vistara,BOM,MAA,BOM -> MAA,07:04:42,09:14:42,02:10:00,130.0,7,Morning,183.41,80.06,0
AI207,Air India,BOM,MAA,BOM -> MAA,08:24:42,11:23:42,02:59:00,179.0,8,Morning,183.41,80.06,0
UK013,Vistara,BOM,MAA,BOM -> MAA,23:52:42,02:52:42,03:00:00,180.0,23,Night,183.41,80.06,0
SJ046,SpiceJet,BOM,MAA,BOM -> MAA,22:01:42,01:25:42,03:24:00,204.0,22,Night,183.41,80.06,0
AI027,Air India,BOM,MAA,BOM -> MAA,19:41:42,23:23:42,03:42:00,222.0,19,Evening,183.41,80.06,0
6F114,IndiGo,BOM,MAA,BOM -> MAA,20:10:42,21:00:42,00:50:00,50.0,20,Evening,183.41,80.06,0
AI071,Air India,BOM,MAA,BOM -> MAA,19:55:42,22:58:42,03:03:00,183.0,19,Evening,183.41,80.06,0
UK095,Vistara,BOM,MAA,BOM -> MAA,05:22:42,07:36:42,02:14:00,134.0,5,Morning,183.41,80.06,0
6F056,IndiGo,BOM,MAA,BOM -> MAA,07:00:42,08:49:42,01:49:00,109.0,7,Morning,183.41,80.06,0
AI234,Air India,BOM,MAA,BOM -> MAA,23:50:42,01:34:42,01:44:00,104.0,23,Night,183.41,80.06,0
UK158,Vistara,BOM,MAA,BOM -> MAA,20:49:42,21:22:42,00:33:00,33.0,20,Evening,183.41,80.06,0
SJ011,SpiceJet,BOM,MAA,BOM -> MAA,05:14:42,09:59:42,04:45:00,285.0,5,Morning,183.41,80.06,0
UK086,Vistara,CCU,BLR,CCU -> BLR,23:55:42,02:27:42,02:32:00,152.0,23,Night,167.35,77.81,0
6F107,IndiGo,CCU,BLR,CCU -> BLR,14:14:42,17:14:42,03:00:00,180.0,14,Afternoon,167.35,77.81,0
SJ128,SpiceJet,CCU,BLR,CCU -> BLR,07:39:42,10:42:42,03:03:00,183.0,7,Morning,167.35,77.81,0
6F088,IndiGo,CCU,BLR,CCU -> BLR,05:51:42,08:22:42,02:31:00,151.0,5,Morning,167.35,77.81,0
AI102,Air India,CCU,BLR,CCU -> BLR,00:17:42,05:08:42,04:51:00,291.0,0,Night,167.35,77.81,1
AI217,Air India,CCU,BLR,CCU -> BLR,04:57:42,07:14:42,02:17:00,137.0,4,Night,167.35,77.81,0
6F230,IndiGo,CCU,BLR,CCU -> BLR,03:34:42,06:47:42,03:13:00,193.0,3,Night,167.35,77.81,0
6F036,IndiGo,CCU,BLR,CCU -> BLR,02:14:42,06:57:42,04:43:00,283.0,2,Night,167.35,77.81,0
SJ073,SpiceJet,CCU,BLR,CCU -> BLR,09:26:42,11:14:42,01:48:00,108.0,9,Morning,167.35,77.81,0
6F153,IndiGo,CCU,BLR,CCU -> BLR,08:23:42,12:20:42,03:57:00,237.0,8,Morning,167.35,77.81,0
6F250,IndiGo,CCU,BLR,CCU -> BLR,02:23:42,02:56:42,00:33:00,33.0,2,Night,167.35,77.81,0
UK036,Vistara,CCU,BLR,CCU -> BLR,19:48:42,00:12:42,04:24:00,264.0,19,Evening,167.35,77.81,0
AI230,Air India,CCU,BLR,CCU -> BLR,20:37:42,00:22:42,03:45:00,225.0,20,Evening,167.35,77.81,0
UK159,Vistara,CCU,BLR,CCU -> BLR,20:45:42,23:32:42,02:47:00,167.0,20,Evening,167.35,77.81,0
SJ009,SpiceJet,CCU,BLR,CCU -> BLR,02:48:42,04:23:42,01:35:00,95.0,2,Night,167.35,77.81,0
AI178,Air India,CCU,BLR,CCU -> BLR,13:04:42,14:03:42,00:59:00,59.0,13,Afternoon,167.35,77.81,0
AI079,Air India,CCU,BLR,CCU -> BLR,11:04:42,13:19:42,02:15:00,135.0,11,Morning,167.35,77.81,0
UK008,Vistara,CCU,BLR,CCU -> BLR,03:57:42,04:34:42,00:37:00,37.0,3,Night,167.35,77.81,0
UK100,Vistara,CCU,BLR,CCU -> BLR,04:40:42,07:12:42,02:32:00,152.0,4,Night,167.35,77.81,0
6F192,IndiGo,CCU,BLR,CCU -> BLR,12:20:42,16:45:42,04:25:00,265.0,12,Afternoon,167.35,77.81,0
6F017,IndiGo,CCU,BOM,CCU -> BOM,15:25:42,18:06:42,02:41:00,161.0,15,Afternoon,163.97,81.22,0
AI156,Air India,CCU,BOM,CCU -> BOM,07:39:42,09:22:42,01:43:00,103.0,7,Morning,163.97,81.22,0
SJ122,SpiceJet,CCU,BOM,CCU -> BOM,05:22:42,10:09:42,04:47:00,287.0,5,Morning,163.97,81.22,1
AI017,Air India,CCU,BOM,CCU -> BOM,05:15:42,08:48:42,03:33:00,213.0,5,Morning,163.97,81.22,0
6F104,IndiGo,CCU,BOM,CCU -> BOM,05:39:42,06:14:42,00:35:00,35.0,5,Morning,163.97,81.22,0
UK116,Vistara,CCU,BOM,CCU -> BOM,03:18:42,07:06:42,03:48:00,228.0,3,Night,163.97,81.22,0
AI055,Air India,CCU,BOM,CCU -> BOM,14:39:42,16:18:42,01:39:00,99.0,14,Afternoon,163.97,81.22,0
6F201,IndiGo,CCU,BOM,CCU -> BOM,02:09:42,06:49:42,04:40:00,280.0,2,Night,163.97,81.22,0
AI116,Air India,CCU,BOM,CCU -> BOM,22:30:42,01:57:42,03:27:00,207.0,22,Night,163.97,81.22,0
6F208,IndiGo,CCU,BOM,CCU -> BOM,08:27:42,11:34:42,03:07:00,187.0,8,Morning,163.97,81.22,0
AI089,Air India,CCU,BOM,CCU -> BOM,04:05:42,04:47:42,00:42:00,42.0,4,Night,163.97,81.22,0
6F162,IndiGo,CCU,BOM,CCU -> BOM,14:50:42,17:44:42,02:54:00,174.0,14,Afternoon,163.97,81.22,0
UK091,Vistara,CCU,BOM,CCU -> BOM,13:37:42,17:31:42,03:54:00,234.0,13,Afternoon,163.97,81.22,0
SJ182,SpiceJet,CCU,BOM,CCU -> BOM,16:48:42,17:36:42,00:48:00,48.0,16,Afternoon,163.97,81.22,0
AI092,Air India,CCU,BOM,CCU -> BOM,13:36:42,16:20:42,02:44:00,164.0,13,Afternoon,163.97,81.22,0
AI074,Air India,CCU,BOM,CCU -> BOM,12:03:42,12:50:42,00:47:00,47.0,12,Afternoon,163.97,81.22,0
6F239,IndiGo,CCU,BOM,CCU -> BOM,15:24:42,17:37:42,02:13:00,133.0,15,Afternoon,163.97,81.22,0
SJ168,SpiceJet,CCU,BOM,CCU -> BOM,08:17:42,12:29:42,04:12:00,252.0,8,Morning,163.97,81.22,0
UK194,Vistara,CCU,BOM,CCU -> BOM,08:26:42,09:26:42,01:00:00,60.0,8,Morning,163.97,81.22,0
AI100,Air India,CCU,BOM,CCU -> BOM,14:42:42,18:22:42,03:40:00,220.0,14,Afternoon,163.97,81.22,0
AI161,Air India,CCU,BOM,CCU -> BOM,16:40:42,19:40:42,03:00:00,180.0,16,Afternoon,163.97,81.22,0
SJ028,SpiceJet,CCU,BOM,CCU -> BOM,15:04:42,19:32:42,04:28:00,268.0,15,Afternoon,163.97,81.22,0
SJ165,SpiceJet,CCU,BOM,CCU -> BOM,20:08:42,23:18:42,03:10:00,190.0,20,Evening,163.97,81.22,0
AI185,Air India,CCU,BOM,CCU -> BOM,12:16:42,16:18:42,04:02:00,242.0,12,Afternoon,163.97,81.22,0
AI081,Air India,CCU,BOM,CCU -> BOM,21:03:42,22:51:42,01:48:00,108.0,21,Night,163.97,81.22,0
6F159,IndiGo,CCU,BOM,CCU -> BOM,02:08:42,02:43:42,00:35:00,35.0,2,Night,163.97,81.22,0
6F245,IndiGo,CCU,BOM,CCU -> BOM,15:25:42,18:06:42,02:41:00,161.0,15,Afternoon,163.97,81.22,0
SJ142,SpiceJet,CCU,BOM,CCU -> BOM,15:14:42,16:56:42,01:42:00,102.0,15,Afternoon,163.97,81.22,0
SJ198,SpiceJet,CCU,BOM,CCU -> BOM,00:47:42,05:28:42,04:41:00,281.0,0,Night,163.97,81.22,0
6F148,IndiGo,CCU,BOM,CCU -> BOM,20:23:42,22:30:42,02:07:00,127.0,20,Evening,163.97,81.22,0
UK157,Vistara,CCU,BOM,CCU -> BOM,02:41:42,03:41:42,01:00:00,60.0,2,Night,163.97,81.22,0
AI011,Air India,CCU,BOM,CCU -> BOM,16:58:42,21:01:42,04:03:00,243.0,16,Afternoon,163.97,81.22,0
SJ129,SpiceJet,CCU,BOM,CCU -> BOM,01:48:42,05:48:42,04:00:00,240.0,1,Night,163.97,81.22,0
AI189,Air India,CCU,DEL,CCU -> DEL,03:44:42,05:32:42,01:48:00,108.0,3,Night,153.61,76.96,0
6F176,IndiGo,CCU,DEL,CCU -> DEL,20:23:42,23:23:42,03:00:00,180.0,20,Evening,153.61,76.96,0
AI105,Air India,CCU,DEL,CCU -> DEL,20:16:42,22:03:42,01:47:00,107.0,20,Evening,153.61,76.96,0
AI053,Air India,CCU,DEL,CCU -> DEL,18:04:42,22:19:42,04:15:00,255.0,18,Evening,153.61,76.96,0
SJ106,SpiceJet,CCU,DEL,CCU -> DEL,07:16:42,09:40:42,02:24:00,144.0,7,Morning,153.61,76.96,0
6F260,IndiGo,CCU,DEL,CCU -> DEL,21:51:42,01:14:42,03:23:00,203.0,21,Night,153.61,76.96,0
UK069,Vistara,CCU,DEL,CCU -> DEL,01:10:42,03:23:42,02:13:00,133.0,1,Night,153.61,76.96,0
SJ035,SpiceJet,CCU,DEL,CCU -> DEL,20:15:42,21:15:42,01:00:00,60.0,20,Evening,153.61,76.96,0
SJ215,SpiceJet,CCU,DEL,CCU -> DEL,14:37:42,16:12:42,01:35:00,95.0,14,Afternoon,153.61,76.96,0
SJ053,SpiceJet,CCU,DEL,CCU -> DEL,05:00:42,06:38:42,01:38:00,98.0,5,Morning,153.61,76.96,0
UK046,Vistara,CCU,DEL,CCU -> DEL,03:37:42,06:05:42,02:28:00,148.0,3,Night,153.61,76.96,0
6F145,IndiGo,CCU,DEL,CCU -> DEL,01:02:42,02:18:42,01:16:00,76.0,1,Night,153.61,76.96,0
UK147,Vistara,CCU,DEL,CCU -> DEL,23:35:42,02:55:42,03:20:00,200.0,23,Night,153.61,76.96,0
6F077,IndiGo,CCU,DEL,CCU -> DEL,14:55:42,19:13:42,04:18:00,258.0,14,Afternoon,153.61,76.96,0
SJ193,SpiceJet,CCU,DEL,CCU -> DEL,09:37:42,12:16:42,02:39:00,159.0,9,Morning,153.61,76.96,0
SJ174,SpiceJet,CCU,DEL,CCU -> DEL,04:09:42,05:04:42,00:55:00,55.0,4,Night,153.61,76.96,0
SJ110,SpiceJet,CCU,DEL,CCU -> DEL,01:47:42,02:20:42,00:33:00,33.0,1,Night,153.61,76.96,0
UK057,Vistara,CCU,DEL,CCU -> DEL,15:25:42,20:04:42,04:39:00,279.0,15,Afternoon,153.61,76.96,1
6F154,IndiGo,CCU,DEL,CCU -> DEL,11:26:42,12:23:42,00:57:00,57.0,11,Morning,153.61,76.96,0
SJ137,SpiceJet,CCU,DEL,CCU -> DEL,06:08:42,10:14:42,04:06:00,246.0,6,Morning,153.61,76.96,0
SJ059,SpiceJet,CCU,DEL,CCU -> DEL,02:50:42,04:06:42,01:16:00,76.0,2,Night,153.61,76.96,0
SJ229,SpiceJet,CCU,DEL,CCU -> DEL,22:25:42,00:27:42,02:02:00,122.0,22,Night,153.61,76.96,0
SJ049,SpiceJet,CCU,DEL,CCU -> DEL,20:26:42,00:26:42,04:00:00,240.0,20,Evening,153.61,76.96,0
UK223,Vistara,CCU,DEL,CCU -> DEL,21:58:42,22:30:42,00:32:00,32.0,21,Night,153.61,76.96,0
SJ204,SpiceJet,CCU,DEL,CCU -> DEL,16:34:42,18:15:42,01:41:00,101.0,16,Afternoon,153.61,76.96,0
UK031,Vistara,CCU,DEL,CCU -> DEL,03:45:42,07:20:42,03:35:00,215.0,3,Night,153.61,76.96,0
6F137,IndiGo,CCU,DEL,CCU -> DEL,10:45:42,15:01:42,04:16:00,256.0,10,Morning,153.61,76.96,0
AI214,Air India,CCU,DEL,CCU -> DEL,22:23:42,02:49:42,04:26:00,266.0,22,Night,153.61,76.96,0
SJ141,SpiceJet,CCU,DEL,CCU -> DEL,10:00:42,13:37:42,03:37:00,217.0,10,Morning,153.61,76.96,0
SJ064,SpiceJet,CCU,DEL,CCU -> DEL,06:29:42,08:43:42,02:14:00,134.0,6,Morning,153.61,76.96,0
AI043,Air India,CCU,DEL,CCU -> DEL,00:28:42,04:37:42,04:09:00,249.0,0,Night,153.61,76.96,0
SJ159,SpiceJet,CCU,DEL,CCU -> DEL,12:22:42,14:05:42,01:43:00,103.0,12,Afternoon,153.61,76.96,0
6F195,IndiGo,CCU,DEL,CCU -> DEL,21:44:42,22:39:42,00:55:00,55.0,21,Night,153.61,76.96,0
UK030,Vistara,CCU,DEL,CCU -> DEL,15:11:42,19:38:42,04:27:00,267.0,15,Afternoon,153.61,76.96,0
